,State,Account length,Area code,International plan,Voice mail plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
3156,45,102,408,2116,1674,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,0
1037,39,109,415,2116,1674,184.0,120,31.28,120.4,119,10.23,153.7,86,6.92,11.0,3,2.97,0,0
32,60,65,415,2116,1674,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0
131,37,54,415,2116,659,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,0
2241,47,101,408,2116,659,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,0
626,45,84,408,2116,659,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,0
1422,39,108,415,2116,1674,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1,0
2352,51,122,510,2116,1674,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0
152,56,83,415,217,659,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,0
71,39,54,510,2116,1674,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,0
2822,31,44,415,2116,1674,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,1
2380,52,48,415,2116,1674,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,0
1835,47,66,415,2116,659,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,0
3039,51,53,415,2116,1674,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,0
1368,41,103,510,2116,659,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0,0
1971,56,107,408,2116,1674,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0
2654,60,125,408,2116,659,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,0
1593,43,90,415,2116,1674,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,0
2180,45,182,415,2116,1674,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,0
2226,52,158,510,2116,1674,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,0
2064,51,93,408,2116,659,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,11.5,1,3.11,1,0
2611,63,81,510,2116,1674,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0
2689,39,108,408,2116,1674,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,0
436,75,127,510,2116,1674,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,0
1706,56,51,408,2116,1674,197.8,60,33.63,221.0,64,18.79,168.6,134,7.59,8.9,5,2.4,1,0
1702,44,89,415,2116,659,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,0
3291,37,76,408,2116,1674,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4,1
1258,50,101,415,2116,659,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,0
3033,43,117,415,217,1674,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,1
1190,39,130,415,2116,1674,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,0
169,52,38,415,2116,1674,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,0
1149,44,62,415,217,1674,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0,1
3002,39,61,415,2116,659,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,0
1823,40,83,510,2116,1674,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,0
2655,50,88,415,2116,1674,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,0
2221,60,60,510,2116,659,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,0
2478,51,80,415,2116,1674,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1,0
2134,43,80,415,2116,1674,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,0
1857,51,65,510,2116,1674,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,0
3061,50,73,408,2116,1674,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,0
724,53,126,408,2116,1674,211.6,70,35.97,216.9,80,18.44,153.5,60,6.91,7.8,1,2.11,1,0
2633,33,75,510,2116,1674,109.0,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,1
2780,39,86,408,2116,1674,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,0
1611,50,98,415,2116,1674,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,0
2158,50,56,415,2116,1674,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,1
1489,44,75,415,2116,1674,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,0
1423,33,53,415,2116,1674,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3,0
451,42,31,510,2116,1674,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,0
692,34,142,415,2116,1674,84.8,95,14.42,136.7,63,11.62,250.5,148,11.27,14.2,6,3.83,2,0
818,45,73,415,2116,1674,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0
2898,44,67,510,2116,659,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0
2281,50,57,415,2116,659,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,0
1673,53,144,415,2116,1674,139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15.0,4,4.05,2,0
1629,39,120,415,2116,1674,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,0
3223,45,108,415,2116,1674,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,0
449,53,160,415,2116,1674,256.0,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,0
1717,52,124,415,2116,1674,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3.0,3,0
1815,37,118,415,2116,1674,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1,0
366,47,125,415,2116,1674,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0
186,50,167,415,217,1674,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,0
44,45,119,510,2116,659,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,0
385,39,97,408,2116,1674,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,1
1760,50,99,415,217,1674,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,0
363,63,85,415,2116,1674,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,0
1514,42,22,510,2116,1674,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,0
229,39,115,415,2116,1674,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0
2526,34,71,415,2116,1674,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,0
2203,60,155,408,2116,659,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,0
2603,53,107,415,2116,1674,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,1
1463,43,64,415,2116,659,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,0
1941,52,57,415,2116,1674,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0
1679,60,129,408,2116,1674,98.0,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0,0
2295,52,120,415,2116,1674,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,0
386,38,162,408,2116,659,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,1
1813,50,131,408,2116,1674,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,0
3134,40,181,510,2116,659,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,0
3138,75,88,510,2116,1674,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,1
486,45,90,415,2116,1674,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,0
1021,45,155,415,2116,1674,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,0
798,45,87,415,2116,1674,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0
1913,34,179,408,2116,1674,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,0
797,42,115,510,2116,659,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0
2680,25,120,415,2116,1674,252.1,110,42.86,226.1,103,19.22,155.6,83,7.0,13.8,3,3.73,1,0
2718,63,117,408,2116,659,153.2,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21,1,0
690,47,54,408,2116,1674,134.3,73,22.83,155.5,100,13.22,102.1,68,4.59,14.7,4,3.97,3,0
1296,63,96,415,2116,659,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,0
1811,53,105,415,2116,659,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,0
1043,53,112,415,2116,1674,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1,0
2835,44,36,415,2116,1674,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,0
1243,41,169,415,217,1674,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,0
2039,39,130,510,2116,1674,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,0
2035,52,111,415,2116,659,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,2,0
1411,44,91,510,2116,659,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,0
2296,40,103,510,2116,1674,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,0
2969,55,141,510,2116,659,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,0
2710,51,34,408,2116,1674,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,0
3306,45,111,415,2116,659,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,0
2172,52,113,510,2116,1674,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,0
2986,51,178,408,217,1674,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2,1
1205,51,75,415,217,1674,222.4,78,37.81,327.0,111,27.8,208.0,104,9.36,8.7,9,2.35,1,1
1456,42,94,510,2116,1674,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,0
3088,38,123,415,2116,659,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,0
2002,36,47,415,2116,659,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0
2206,57,145,408,2116,1674,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,0
3147,75,70,510,2116,659,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,0
1275,56,77,510,2116,1674,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,0
274,45,157,415,2116,1674,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,0
956,40,31,415,2116,1674,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,0
2788,47,63,415,2116,659,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,0
1009,63,51,510,2116,1674,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,0
298,47,125,510,2116,1674,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,1
696,37,57,408,2116,659,176.8,94,30.06,195.0,75,16.58,213.5,116,9.61,8.3,4,2.24,0,0
1529,40,59,510,2116,1674,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,0
2544,50,69,510,2116,1674,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,0
2920,37,24,415,2116,1674,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0
1140,55,109,408,2116,1674,218.9,105,37.21,299.9,87,25.49,158.6,110,7.14,11.3,4,3.05,2,0
1791,75,11,510,2116,659,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,0
2839,51,134,415,2116,659,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,0
836,50,66,415,2116,659,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0
1730,38,13,415,2116,1674,58.4,121,9.93,262.2,64,22.29,159.0,115,7.15,11.9,5,3.21,1,0
2723,52,67,408,2116,1674,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6,0
119,45,30,415,2116,1674,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,0
1802,40,113,415,217,1674,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,0
2131,50,85,510,2116,1674,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5,1
2048,41,60,408,2116,1674,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1
1655,44,40,408,2116,659,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,1
2456,51,68,510,2116,1674,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0
3197,40,56,408,2116,1674,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,1
2934,40,52,510,2116,1674,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0
746,45,90,415,2116,1674,179.1,71,30.45,190.6,81,16.2,127.7,91,5.75,10.6,7,2.86,3,0
2744,41,66,415,2116,1674,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,2,2.11,1,0
978,60,149,415,217,1674,176.2,87,29.95,145.0,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0
1689,39,171,408,2116,1674,270.5,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1,1
1643,38,45,408,2116,659,196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1,0
732,60,144,408,2116,1674,61.6,117,10.47,77.1,85,6.55,173.0,99,7.79,8.2,7,2.21,4,1
1444,43,84,415,2116,659,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1,0
2244,45,59,408,2116,1674,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,0
201,47,48,510,2116,659,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,1
1733,56,105,408,2116,1674,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,0
2254,51,160,408,2116,1674,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,0
2525,43,99,415,2116,1674,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6.0,5,1.62,1,0
1007,42,115,415,2116,1674,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2,0
664,52,60,415,2116,1674,193.9,118,32.96,85.0,110,7.23,210.1,134,9.45,13.2,8,3.56,3,0
980,51,84,408,2116,1674,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,0
608,52,130,510,2116,1674,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,0
109,56,69,510,217,1674,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2,1
3054,37,122,415,217,1674,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,0
2255,33,28,415,2116,1674,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,0
2740,52,131,415,2116,1674,131.6,95,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,1
2119,44,112,415,2116,659,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,0
825,47,94,415,2116,1674,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0
3224,43,148,415,217,1674,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,0
2424,53,91,510,2116,1674,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0
1947,50,74,408,2116,1674,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0
1343,56,129,415,2116,659,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,0
197,25,158,510,2116,1674,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,0
2419,41,157,510,2116,659,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,0
87,38,149,415,2116,659,198.9,77,33.81,274.0,88,23.29,190.7,76,8.58,14.3,9,3.86,1,0
1818,47,80,415,2116,1674,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,0
1928,50,89,415,2116,1674,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0
2009,33,79,415,2116,1674,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1
2309,53,90,415,2116,1674,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,0
491,36,95,510,2116,1674,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,0
2474,47,119,510,2116,1674,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,0
1435,52,85,415,2116,1674,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1,0
295,38,170,415,2116,1674,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,0
2012,33,141,510,2116,1674,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0
2442,53,71,415,2116,1674,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,1
1754,43,125,415,2116,659,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,0
2860,38,98,408,2116,1674,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,0
1163,41,126,415,2116,1674,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,0
198,52,114,415,2116,659,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,0
0,38,117,408,2116,1674,184.5,97,31.37,351.6,80,29.89,215.8,90,9.71,8.7,4,2.35,1,0
1390,31,45,510,2116,1674,159.8,91,27.17,120.4,86,10.23,163.0,93,7.34,10.6,3,2.86,2,0
1732,40,123,408,2116,1674,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,0
3019,60,168,408,2116,1674,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,2,3.13,2,1
1716,50,126,408,2116,1674,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8.0,4,2.16,1,1
2886,50,96,415,2116,659,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,0
2345,39,110,415,2116,1674,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,0
2330,52,136,415,2116,659,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,0
1016,44,148,415,2116,1674,178.3,98,30.31,282.6,110,24.02,181.0,98,8.15,11.4,4,3.08,1,0
1817,57,95,415,2116,1674,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,0
663,55,106,408,2116,659,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,0
1420,56,99,408,2116,1674,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,0
1671,63,109,408,2116,1674,162.6,138,27.64,154.0,109,13.09,209.7,118,9.44,11.5,4,3.11,0,0
185,52,124,415,2116,1674,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,0
2097,53,107,415,2116,1674,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,0
671,37,75,415,217,1674,166.7,113,28.34,148.3,122,12.61,186.9,121,8.41,10.1,3,2.73,3,0
758,55,98,408,2116,1674,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4,0
1522,39,111,415,2116,1674,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,0
2373,63,129,510,2116,659,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0
1221,40,108,415,2116,1674,215.6,78,36.65,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,1,0
1055,53,74,415,2116,1674,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,0
2933,75,62,415,2116,1674,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0
3095,44,67,415,2116,659,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,0
2348,36,105,510,2116,1674,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,0
356,38,83,510,2116,659,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0
870,44,107,415,2116,659,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0
3072,47,87,510,2116,1674,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,0
2650,38,163,408,2116,659,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,0
1838,60,6,408,2116,1674,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,0
3217,60,122,415,2116,1674,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0,0
3079,42,185,408,2116,1674,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,0
2370,45,93,415,2116,1674,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,0
572,39,96,415,2116,1674,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,1
1254,51,120,415,2116,1674,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,0
2891,36,88,415,2116,1674,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,0
1586,50,130,510,2116,1674,154.0,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,0
3152,55,181,415,2116,659,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,0
1646,44,132,415,2116,1674,117.6,66,19.99,214.0,108,18.19,239.5,94,10.78,8.8,5,2.38,1,0
1272,47,74,415,2116,1674,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,0
1486,50,119,408,2116,659,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,0
2573,57,112,408,2116,659,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1,0
1841,47,138,415,2116,1674,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,0
2656,53,83,408,2116,659,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,0
2582,51,157,415,217,1674,180.4,123,30.67,194.0,98,16.49,227.3,88,10.23,8.4,5,2.27,0,0
2142,51,133,408,217,1674,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,1
907,53,67,415,2116,1674,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0
2184,53,61,408,2116,659,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,0
1683,43,76,408,2116,1674,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,0
1833,45,70,415,2116,1674,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,0
2472,56,70,415,2116,1674,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,0
740,75,111,510,2116,1674,214.3,118,36.43,208.5,76,17.72,182.4,98,8.21,12.0,2,3.24,1,0
1523,47,60,408,2116,1674,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,0
1935,51,115,415,2116,659,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,0
171,44,123,510,2116,1674,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,0
141,50,116,510,2116,1674,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,0
1962,56,133,510,2116,1674,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,0
1723,53,73,510,2116,1674,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,0
1135,40,165,408,2116,1674,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,0
1127,40,114,415,2116,659,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,0
475,44,92,415,2116,1674,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2,0
2476,42,113,510,2116,1674,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,0
2854,39,97,408,2116,659,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,0
2995,44,150,408,2116,659,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0,0
1670,38,58,510,2116,1674,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,1
2133,39,172,415,2116,1674,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,0
